freq	S(1,1)
5.31249999968749975E9	1.40313623646507235E-1 / -3.95435652807841764E0
5.31944444412499884E9	1.55671360947384740E-1 / -9.35106388142919265E0
5.32638888856249970E9	1.68385892513489432E-1 / -1.50413824055156109E1
5.33333333299999968E9	1.78213425508612477E-1 / -2.07751117210070557E1
5.34027777743750143E9	1.85159497554167540E-1 / -2.63635730773420196E1
5.34722222187500051E9	1.89461666176560595E-1 / -3.16658077131698867E1
5.35416666631249960E9	1.91539978934500299E-1 / -3.65852019972409792E1
5.36111111075000046E9	1.91924187492974019E-1 / -4.10695069508057031E1
5.36805555518750044E9	1.91174246763137989E-1 / -4.51106737230318267E1
5.37499999962499952E9	1.89808406746940683E-1 / -4.87427954452678414E1
5.38194444406249950E9	1.88246400281453630E-1 / -5.20370247298066069E1
5.38888888849999947E9	1.86769993994902395E-1 / -5.50924121763793284E1
5.39583333293750034E9	1.85501831988912391E-1 / -5.80221840588781568E1
5.40277777737499942E9	1.84404391649298205E-1 / -6.09364967101398669E1
5.40972222181249940E9	1.83300952736077205E-1 / -6.39245625341233126E1
5.41666666624999937E9	1.81918043611139479E-1 / -6.70399815129009635E1
5.42361111068750024E9	1.79944424082404142E-1 / -7.02923911565363291E1
5.43055555512499932E9	1.77097147767714436E-1 / -7.36466651605384470E1
5.43749999956249930E9	1.73182329962852433E-1 / -7.70290504424059641E1
5.44444444400000016E9	1.68137920715369571E-1 / -8.03386456514702374E1
5.45138888849999947E9	1.62048463771921636E-1 / -8.34624287307145529E1
5.45833333299999968E9	1.55127357743823269E-1 / -8.62920159022901068E1
5.46527777750000077E9	1.47669587938884961E-1 / -8.87398368839317797E1
5.47222222200000097E9	1.39985680660528988E-1 / -9.07511991300650145E1
5.47916666650000028E9	1.32333963137444743E-1 / -9.23073539951771593E1
5.48611111100000048E9	1.24871261557724145E-1 / -9.34147049277942365E1
5.49305555549999891E9	1.17640048739189718E-1 / -9.40783459333744077E1
5.50000000000000000E9	1.10602015445133128E-1 / -9.42639742713321915E1
5.50694444450000109E9	1.03716557030616063E-1 / -9.38583927873309243E1
5.51388888899999952E9	9.70525453886399347E-2 / -9.26444019696052656E1
5.52083333349999972E9	9.09135122614615376E-2 / -9.03165761703882097E1
5.52777777799999903E9	8.59380752929855873E-2 / -8.65870927114031730E1
5.53472222249999923E9	8.30899672623458407E-2 / -8.14364022180042824E1
5.54166666700000032E9	8.34065944014233018E-2 / -7.54300461806303169E1
5.54861111150000053E9	8.75025949342185427E-2 / -6.97227245182875954E1
5.55555555599999984E9	9.51799732757977601E-2 / -6.54896194108927965E1
5.56250000043750070E9	1.05519678483937862E-1 / -6.33217768719588303E1
5.56944444487500068E9	1.17295320313729245E-1 / -6.31799393453202285E1
5.57638888931249976E9	1.29320861261562414E-1 / -6.46991546187377065E1
5.58333333375000063E9	1.40609751933479932E-1 / -6.74458125973765998E1
5.59027777818750060E9	1.50417826134104748E-1 / -7.10298299278653911E1
5.59722222262500058E9	1.58244986526991438E-1 / -7.51299036211461857E1
5.60416666706249966E9	1.63825855603103943E-1 / -7.94875967932063610E1
5.61111111150000053E9	1.67112890995176411E-1 / -8.38959951493958833E1
5.61805555593750050E9	1.68249164358703318E-1 / -8.81909479596904688E1
5.62500000037500048E9	1.67531062073494619E-1 / -9.22464787733254710E1
5.63194444481250134E9	1.65363748444880665E-1 / -9.59748374339755017E1
5.63888888924999954E9	1.62209978183051895E-1 / -9.93316703819731295E1
5.64583333368750040E9	1.58527904962258903E-1 / -1.02325236652523177E2
5.65277777812499949E9	1.54692621386816254E-1 / -1.05024239811735964E2
5.65972222256249857E9	1.50906427370192597E-1 / -1.07553269028698706E2
5.66666666700000032E9	1.47124733232151716E-1 / -1.10063942059273923E2
5.67361111137500096E9	1.43044112641069798E-1 / -1.12680067926592598E2
5.68055555574999982E9	1.38192181669784531E-1 / -1.15433150296728559E2
5.68750000012499868E9	1.32115423855126135E-1 / -1.18214842284399668E2
5.69444444450000109E9	1.24604178302342472E-1 / -1.20765488136657329E2
5.69791666668750008E9	1.20356501542220529E-1 / -1.21837873265489849E2
5.70138888887500084E9	1.15864675809802375E-1 / -1.22702454521116211E2
5.70486111106250071E9	1.11227173486388509E-1 / -1.23302692811018844E2
5.70833333325000059E9	1.06565602735176568E-1 / -1.23583931408724124E2
5.71180555543750046E9	1.02016182024646085E-1 / -1.23496284522770083E2
5.71527777762499944E9	9.77144970445329264E-2 / -1.22996927588063643E2
5.71874999981250021E9	9.37671169630262469E-2 / -1.22054349839109078E2
5.72222222200000097E9	9.02101068959428787E-2 / -1.20669014402259966E2
5.72395833312500013E9	8.85667134142173573E-2 / -1.19833464396143552E2
5.72569444425000018E9	8.70076469801845676E-2 / -1.18933091213156716E2
5.72743055537500023E9	8.55420993988905742E-2 / -1.18000883614327523E2
5.72916666650000028E9	8.41961220514300379E-2 / -1.17069467138389993E2
5.73090277762499944E9	8.30065911969204606E-2 / -1.16161100593586175E2
5.73263888875000038E9	8.20066231888704777E-2 / -1.15282588668932529E2
5.73437499987500132E9	8.12123839166606842E-2 / -1.14428755156981277E2
5.73611111100000048E9	8.06195652324311141E-2 / -1.13590874726279356E2
5.73958333325000059E9	7.99541394449960130E-2 / -1.11947508108621863E2
5.74305555549999891E9	7.98089570103040824E-2 / -1.10371385516000120E2
5.74652777774999990E9	8.00051166220125332E-2 / -1.08918783057254687E2
5.75000000000000000E9	8.04088208574742502E-2 / -1.07633126363583576E2
5.75694444450000109E9	8.14528414232461273E-2 / -1.05600111670634811E2
5.76388888899999952E9	8.23772198729462701E-2 / -1.04151568623606217E2
5.77083333349999972E9	8.29147627549772714E-2 / -1.03003124041817173E2
5.77777777799999903E9	8.30612495227254044E-2 / -1.01849773818298006E2
5.78125000021875213E9	8.30486429990141595E-2 / -1.01189615423604651E2
5.78472222243749812E9	8.30348944116909138E-2 / -1.00442164451031535E2
5.78819444465625121E9	8.30736400584795653E-2 / -9.95942465765071638E1
5.79166666687499987E9	8.32247567968832769E-2 / -9.86433523193561967E1
5.79513888909374941E9	8.35509844378073474E-2 / -9.75992046012458481E1
5.79861111131250073E9	8.41137651835448352E-2 / -9.64845592588382672E1
5.80208333353125116E9	8.49685341794801552E-2 / -9.53347198882986291E1
5.80555555574999982E9	8.61599642490683415E-2 / -9.41954250865157761E1
5.81250000018749979E9	8.96541762553774291E-2 / -9.21604447354589951E1
5.81944444462499977E9	9.46157965554613511E-2 / -9.07954161197945808E1
5.82638888906250063E9	1.00776411432715918E-1 / -9.04160966495567742E1
5.83333333349999972E9	1.07634693743349197E-1 / -9.11772350301732715E1
5.84027777793749969E9	1.14528452207637321E-1 / -9.30857775156055212E1
5.84722222237500056E9	1.20694983334323647E-1 / -9.60411757138742495E1
5.85416666681250053E9	1.25330311278022610E-1 / -9.98659559755547477E1
5.86111111124999962E9	1.27669360051639424E-1 / -1.04316874397368275E2
5.86805555568749959E9	1.27095864792277058E-1 / -1.09079105071793370E2
5.87500000012499868E9	1.23274805161374323E-1 / -1.13744271348283066E2
5.88194444456249954E9	1.16297308008840283E-1 / -1.17768628699600986E2
5.88888888899999952E9	1.06841424445759836E-1 / -1.20413116454973457E2
5.89583333343750127E9	9.63652785697700232E-2 / -1.20716232742774343E2
5.90277777787500035E9	8.72845190568848572E-2 / -1.17731744039633157E2
5.90972222231250033E9	8.27411352955423141E-2 / -1.11510414509886657E2
5.91666666674999941E9	8.51630605046230826E-2 / -1.04360305926112185E2
5.92361111118749939E9	9.43066195801841900E-2 / -9.96404353028489531E1
5.93055555562500025E9	1.07507454551050396E-1 / -9.88954157266370260E1
5.93750000006249934E9	1.21573415543296748E-1 / -1.01730955587983218E2
5.94444444450000109E9	1.33834310759011310E-1 / -1.07187230106375431E2
5.95138888893749929E9	1.42306220941128059E-1 / -1.14409572778155622E2
5.95833333337500015E9	1.45692764777620942E-1 / -1.22733987706429248E2
5.96527777781250101E9	1.43449655463859771E-1 / -1.31627277316032631E2
5.97222222225000010E9	1.35829780289171964E-1 / -1.40641610781702386E2
5.97916666668750008E9	1.23776438318171444E-1 / -1.49405182533988867E2
5.98611111112499916E9	1.08641033754811467E-1 / -1.57629689882615542E2
5.99305555556250091E9	9.18359220950332755E-2 / -1.65111189916595213E2
6.00000000000000000E9	7.45654646438810165E-2 / -1.71710330998295602E2


